홈플레이트 (0,0,0), 공 시작 (0, 18.44, 33.55) : z 좌표 마운드 평균 높이 31.75 + 투수 키 1.8

1. 속도 비율 x 방향 0.03, y 방향 0.95, z 방향 0.02 최종 속력
155km/h
(0.72, 17.54, 34.46)
(1.45, 16.64, 35.28)
(2.17, 15.73, 35.99)
(2.90, 14.83, 36.61)
(3.62, 13.93, 37.13)
(4.34, 13.03, 37.55)
(5.07, 12.12, 37.88)
(5.79, 11.22, 38.10)
(6.52, 10.32, 38.23)
(7.24, 9.42, 38.26)
(7.96, 8.51, 38.19)
(8.69, 7.61, 38.03)
(9.41, 6.71, 37.76)
(10.14, 5.81, 37.40)
(10.86, 4.90, 36.94)
(11.58, 4.00, 36.39)
(12.31, 3.10, 35.73)
(13.03, 2.20, 34.98)
(13.76, 1.29, 34.12)
(14.48, 0.39, 33.17)
(15.20, -0.51, 32.13)
(15.93, -1.41, 30.98)
(16.65, -2.32, 29.74)
(17.37, -3.22, 28.39)
(18.10, -4.12, 26.95)
(18.82, -5.02, 25.42)
(19.55, -5.93, 23.78)
(20.27, -6.83, 22.05)
(20.99, -7.73, 20.22)
(21.72, -8.63, 18.29)
(22.44, -9.54, 16.26)
(23.17, -10.44, 14.13)
(23.89, -11.34, 11.91)
(24.61, -12.24, 9.59)
(25.34, -13.15, 7.17)
(26.06, -14.05, 4.65)
(26.79, -14.95, 2.03)
(27.51, -15.85, -0.68)

139km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.46)
(1.45, 16.63, 35.28)
(2.17, 15.73, 35.99)
(2.89, 14.83, 36.61)
(3.61, 13.93, 37.13)
(4.34, 13.02, 37.55)
(5.06, 12.12, 37.87)
(5.78, 11.22, 38.10)
(6.50, 10.32, 38.23)
(7.23, 9.41, 38.26)
(7.95, 8.51, 38.19)
(8.67, 7.61, 38.02)
(9.39, 6.71, 37.76)
(10.12, 5.80, 37.39)
(10.84, 4.90, 36.93)
(11.56, 4.00, 36.38)
(12.28, 3.10, 35.72)
(13.01, 2.19, 34.96)
(13.73, 1.29, 34.11)
(14.45, 0.39, 33.16)
(15.18, -0.51, 32.11)
(15.90, -1.42, 30.97)
(16.62, -2.32, 29.72)
(17.34, -3.22, 28.38)
(18.07, -4.12, 26.94)
(18.79, -5.03, 25.40)
(19.51, -5.93, 23.77)
(20.23, -6.83, 22.03)
(20.96, -7.73, 20.20)
(21.68, -8.64, 18.27)
(22.40, -9.54, 16.24)
(23.12, -10.44, 14.11)
(23.85, -11.34, 11.89)
(24.57, -12.25, 9.57)
(25.29, -13.15, 7.15)
(26.01, -14.05, 4.63)
(26.74, -14.95, 2.01)
(27.46, -15.86, -0.70)

138km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.46)
(1.44, 16.63, 35.27)
(2.16, 15.73, 35.99)
(2.89, 14.83, 36.61)
(3.61, 13.93, 37.12)
(4.33, 13.02, 37.55)
(5.05, 12.12, 37.87)
(5.77, 11.22, 38.09)
(6.49, 10.32, 38.22)
(7.21, 9.41, 38.25)
(7.93, 8.51, 38.18)
(8.66, 7.61, 38.01)
(9.38, 6.71, 37.75)
(10.10, 5.80, 37.39)
(10.82, 4.90, 36.92)
(11.54, 4.00, 36.37)
(12.26, 3.10, 35.71)
(12.98, 2.19, 34.95)
(13.70, 1.29, 34.10)
(14.43, 0.39, 33.15)
(15.15, -0.51, 32.10)
(15.87, -1.42, 30.95)
(16.59, -2.32, 29.71)
(17.31, -3.22, 28.37)
(18.03, -4.13, 26.92)
(18.75, -5.03, 25.39)
(19.47, -5.93, 23.75)
(20.20, -6.83, 22.01)
(20.92, -7.74, 20.18)
(21.64, -8.64, 18.25)
(22.36, -9.54, 16.22)
(23.08, -10.44, 14.09)
(23.80, -11.35, 11.87)
(24.52, -12.25, 9.55)
(25.25, -13.15, 7.12)
(25.97, -14.05, 4.61)
(26.69, -14.96, 1.99)
(27.41, -15.86, -0.73)

10. 속도 비율 x 방향 0.02, y 방향 0.94, z 방향 0.04 최종 속력
153km/h
(0.00, 18.44, 33.55)
(0.73, 17.53, 34.48)
(1.46, 16.63, 35.32)
(2.18, 15.72, 36.05)
(2.91, 14.82, 36.69)
(3.64, 13.91, 37.23)
(4.37, 13.01, 37.67)
(5.09, 12.10, 38.02)
(5.82, 11.20, 38.26)
(6.55, 10.29, 38.41)
(7.28, 9.39, 38.46)
(8.01, 8.48, 38.42)
(8.73, 7.58, 38.27)
(9.46, 6.67, 38.03)
(10.19, 5.77, 37.68)
(10.92, 4.86, 37.24)
(11.64, 3.96, 36.71)
(12.37, 3.05, 36.07)
(13.10, 2.15, 35.34)
(13.83, 1.24, 34.51)
(14.56, 0.34, 33.58)
(15.28, -0.57, 32.55)
(16.01, -1.47, 31.42)
(16.74, -2.38, 30.20)
(17.47, -3.29, 28.88)
(18.19, -4.19, 27.46)
(18.92, -5.10, 25.94)
(19.65, -6.00, 24.32)
(20.38, -6.91, 22.61)
(21.11, -7.81, 20.80)
(21.83, -8.72, 18.89)
(22.56, -9.62, 16.88)
(23.29, -10.53, 14.77)
(24.02, -11.43, 12.57)
(24.74, -12.34, 10.27)
(25.47, -13.24, 7.87)
(26.20, -14.15, 5.37)
(26.93, -15.05, 2.78)
(27.66, -15.96, 0.08)
(28.38, -16.86, -2.71)

152km/h
(0.00, 18.44, 33.55)
(0.73, 17.53, 34.48)
(1.45, 16.63, 35.32)
(2.18, 15.72, 36.05)
(2.91, 14.82, 36.69)
(3.63, 13.91, 37.23)
(4.36, 13.01, 37.67)
(5.09, 12.10, 38.01)
(5.81, 11.20, 38.26)
(6.54, 10.29, 38.41)
(7.27, 9.39, 38.46)
(7.99, 8.48, 38.41)
(8.72, 7.58, 38.26)
(9.45, 6.67, 38.02)
(10.17, 5.77, 37.68)
(10.90, 4.86, 37.24)
(11.63, 3.96, 36.70)
(12.35, 3.05, 36.06)
(13.08, 2.15, 35.33)
(13.81, 1.24, 34.49)
(14.53, 0.33, 33.56)
(15.26, -0.57, 32.54)
(15.99, -1.48, 31.41)
(16.71, -2.38, 30.19)
(17.44, -3.29, 28.86)
(18.17, -4.19, 27.44)
(18.89, -5.10, 25.92)
(19.62, -6.00, 24.31)
(20.34, -6.91, 22.59)
(21.07, -7.81, 20.78)
(21.80, -8.72, 18.87)
(22.52, -9.62, 16.86)
(23.25, -10.53, 14.76)
(23.98, -11.43, 12.55)
(24.70, -12.34, 10.25)
(25.43, -13.24, 7.85)
(26.16, -14.15, 5.35)
(26.88, -15.06, 2.75)
(27.61, -15.96, 0.06)
(28.34, -16.87, -2.73)

151km/h
(0.00, 18.44, 33.55)
(0.73, 17.53, 34.48)
(1.45, 16.63, 35.31)
(2.18, 15.72, 36.05)
(2.90, 14.82, 36.69)
(3.63, 13.91, 37.23)
(4.35, 13.01, 37.67)
(5.08, 12.10, 38.01)
(5.80, 11.20, 38.25)
(6.53, 10.29, 38.40)
(7.25, 9.39, 38.45)
(7.98, 8.48, 38.40)
(8.71, 7.58, 38.26)
(9.43, 6.67, 38.01)
(10.16, 5.77, 37.67)
(10.88, 4.86, 37.23)
(11.61, 3.95, 36.69)
(12.33, 3.05, 36.05)
(13.06, 2.14, 35.32)
(13.78, 1.24, 34.48)
(14.51, 0.33, 33.55)
(15.23, -0.57, 32.52)
(15.96, -1.48, 31.40)
(16.68, -2.38, 30.17)
(17.41, -3.29, 28.85)
(18.14, -4.19, 27.43)
(18.86, -5.10, 25.91)
(19.59, -6.00, 24.29)
(20.31, -6.91, 22.58)
(21.04, -7.81, 20.76)
(21.76, -8.72, 18.85)
(22.49, -9.63, 16.84)
(23.21, -10.53, 14.74)
(23.94, -11.44, 12.53)
(24.66, -12.34, 10.23)
(25.39, -13.25, 7.83)
(26.12, -14.15, 5.33)
(26.84, -15.06, 2.73)
(27.57, -15.96, 0.04)
(28.29, -16.87, -2.75)

150km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.45, 16.63, 35.31)
(2.17, 15.72, 36.05)
(2.90, 14.82, 36.68)
(3.62, 13.91, 37.22)
(4.35, 13.01, 37.66)
(5.07, 12.10, 38.01)
(5.79, 11.20, 38.25)
(6.52, 10.29, 38.40)
(7.24, 9.39, 38.45)
(7.97, 8.48, 38.40)
(8.69, 7.58, 38.25)
(9.42, 6.67, 38.00)
(10.14, 5.76, 37.66)
(10.86, 4.86, 37.22)
(11.59, 3.95, 36.68)
(12.31, 3.05, 36.04)
(13.04, 2.14, 35.31)
(13.76, 1.24, 34.47)
(14.48, 0.33, 33.54)
(15.21, -0.57, 32.51)
(15.93, -1.48, 31.38)
(16.66, -2.38, 30.16)
(17.38, -3.29, 28.83)
(18.11, -4.19, 27.41)
(18.83, -5.10, 25.89)
(19.55, -6.01, 24.28)
(20.28, -6.91, 22.56)
(21.00, -7.82, 20.75)
(21.73, -8.72, 18.84)
(22.45, -9.63, 16.83)
(23.18, -10.53, 14.72)
(23.90, -11.44, 12.51)
(24.62, -12.34, 10.21)
(25.35, -13.25, 7.81)
(26.07, -14.15, 5.31)
(26.80, -15.06, 2.71)
(27.52, -15.96, 0.02)
(28.25, -16.87, -2.78)

149km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.45, 16.63, 35.31)
(2.17, 15.72, 36.05)
(2.89, 14.82, 36.68)
(3.62, 13.91, 37.22)
(4.34, 13.01, 37.66)
(5.06, 12.10, 38.00)
(5.78, 11.20, 38.25)
(6.51, 10.29, 38.39)
(7.23, 9.39, 38.44)
(7.95, 8.48, 38.39)
(8.68, 7.57, 38.24)
(9.40, 6.67, 38.00)
(10.12, 5.76, 37.65)
(10.85, 4.86, 37.21)
(11.57, 3.95, 36.67)
(12.29, 3.05, 36.03)
(13.02, 2.14, 35.29)
(13.74, 1.24, 34.46)
(14.46, 0.33, 33.53)
(15.18, -0.57, 32.50)
(15.91, -1.48, 31.37)
(16.63, -2.39, 30.14)
(17.35, -3.29, 28.82)
(18.08, -4.20, 27.40)
(18.80, -5.10, 25.88)
(19.52, -6.01, 24.26)
(20.25, -6.91, 22.54)
(20.97, -7.82, 20.73)
(21.69, -8.72, 18.82)
(22.41, -9.63, 16.81)
(23.14, -10.53, 14.70)
(23.86, -11.44, 12.49)
(24.58, -12.35, 10.19)
(25.31, -13.25, 7.79)
(26.03, -14.16, 5.29)
(26.75, -15.06, 2.69)
(27.48, -15.97, -0.01)

148km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.44, 16.63, 35.31)
(2.17, 15.72, 36.04)
(2.89, 14.82, 36.68)
(3.61, 13.91, 37.22)
(4.33, 13.01, 37.66)
(5.05, 12.10, 38.00)
(5.77, 11.20, 38.24)
(6.50, 10.29, 38.39)
(7.22, 9.38, 38.43)
(7.94, 8.48, 38.38)
(8.66, 7.57, 38.23)
(9.38, 6.67, 37.99)
(10.11, 5.76, 37.64)
(10.83, 4.86, 37.20)
(11.55, 3.95, 36.66)
(12.27, 3.05, 36.02)
(12.99, 2.14, 35.28)
(13.72, 1.24, 34.45)
(14.44, 0.33, 33.52)
(15.16, -0.58, 32.49)
(15.88, -1.48, 31.36)
(16.60, -2.39, 30.13)
(17.32, -3.29, 28.81)
(18.05, -4.20, 27.38)
(18.77, -5.10, 25.86)
(19.49, -6.01, 24.24)
(20.21, -6.91, 22.53)
(20.93, -7.82, 20.71)
(21.66, -8.73, 18.80)
(22.38, -9.63, 16.79)
(23.10, -10.54, 14.68)
(23.82, -11.44, 12.47)
(24.54, -12.35, 10.17)
(25.27, -13.25, 7.77)
(25.99, -14.16, 5.27)
(26.71, -15.06, 2.67)
(27.43, -15.97, -0.03)

147km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.44, 16.63, 35.31)
(2.16, 15.72, 36.04)
(2.88, 14.82, 36.68)
(3.60, 13.91, 37.21)
(4.32, 13.01, 37.65)
(5.04, 12.10, 37.99)
(5.77, 11.20, 38.24)
(6.49, 10.29, 38.38)
(7.21, 9.38, 38.43)
(7.93, 8.48, 38.38)
(8.65, 7.57, 38.23)
(9.37, 6.67, 37.98)
(10.09, 5.76, 37.63)
(10.81, 4.86, 37.19)
(11.53, 3.95, 36.65)
(12.25, 3.05, 36.01)
(12.97, 2.14, 35.27)
(13.69, 1.23, 34.44)
(14.41, 0.33, 33.50)
(15.13, -0.58, 32.47)
(15.85, -1.48, 31.34)
(16.58, -2.39, 30.12)
(17.30, -3.29, 28.79)
(18.02, -4.20, 27.37)
(18.74, -5.10, 25.85)
(19.46, -6.01, 24.23)
(20.18, -6.92, 22.51)
(20.90, -7.82, 20.70)
(21.62, -8.73, 18.78)
(22.34, -9.63, 16.77)
(23.06, -10.54, 14.66)
(23.78, -11.44, 12.45)
(24.50, -12.35, 10.15)
(25.22, -13.26, 7.75)
(25.94, -14.16, 5.24)
(26.66, -15.07, 2.65)
(27.38, -15.97, -0.05)

146km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.44, 16.63, 35.31)
(2.16, 15.72, 36.04)
(2.88, 14.82, 36.67)
(3.60, 13.91, 37.21)
(4.32, 13.01, 37.65)
(5.04, 12.10, 37.99)
(5.76, 11.19, 38.23)
(6.47, 10.29, 38.38)
(7.19, 9.38, 38.42)
(7.91, 8.48, 38.37)
(8.63, 7.57, 38.22)
(9.35, 6.67, 37.97)
(10.07, 5.76, 37.63)
(10.79, 4.86, 37.18)
(11.51, 3.95, 36.64)
(12.23, 3.04, 36.00)
(12.95, 2.14, 35.26)
(13.67, 1.23, 34.43)
(14.39, 0.33, 33.49)
(15.11, -0.58, 32.46)
(15.83, -1.48, 31.33)
(16.55, -2.39, 30.10)
(17.27, -3.30, 28.78)
(17.99, -4.20, 27.35)
(18.71, -5.11, 25.83)
(19.42, -6.01, 24.21)
(20.14, -6.92, 22.49)
(20.86, -7.82, 20.68)
(21.58, -8.73, 18.76)
(22.30, -9.63, 16.75)
(23.02, -10.54, 14.64)
(23.74, -11.45, 12.43)
(24.46, -12.35, 10.13)
(25.18, -13.26, 7.72)
(25.90, -14.16, 5.22)
(26.62, -15.07, 2.62)
(27.34, -15.97, -0.08)

145km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.44, 16.63, 35.31)
(2.15, 15.72, 36.04)
(2.87, 14.82, 36.67)
(3.59, 13.91, 37.21)
(4.31, 13.01, 37.65)
(5.03, 12.10, 37.98)
(5.75, 11.19, 38.23)
(6.46, 10.29, 38.37)
(7.18, 9.38, 38.42)
(7.90, 8.48, 38.36)
(8.62, 7.57, 38.21)
(9.34, 6.67, 37.96)
(10.06, 5.76, 37.62)
(10.77, 4.85, 37.17)
(11.49, 3.95, 36.63)
(12.21, 3.04, 35.99)
(12.93, 2.14, 35.25)
(13.65, 1.23, 34.41)
(14.36, 0.33, 33.48)
(15.08, -0.58, 32.45)
(15.80, -1.49, 31.32)
(16.52, -2.39, 30.09)
(17.24, -3.30, 28.76)
(17.96, -4.20, 27.34)
(18.67, -5.11, 25.82)
(19.39, -6.01, 24.19)
(20.11, -6.92, 22.48)
(20.83, -7.83, 20.66)
(21.55, -8.73, 18.75)
(22.26, -9.64, 16.73)
(22.98, -10.54, 14.62)
(23.70, -11.45, 12.41)
(24.42, -12.35, 10.11)
(25.14, -13.26, 7.70)
(25.86, -14.17, 5.20)
(26.57, -15.07, 2.60)
(27.29, -15.98, -0.10)

144km/h
(0.00, 18.44, 33.55)
(0.72, 17.53, 34.48)
(1.43, 16.63, 35.31)
(2.15, 15.72, 36.04)
(2.87, 14.82, 36.67)
(3.58, 13.91, 37.20)
(4.30, 13.01, 37.64)
(5.02, 12.10, 37.98)
(5.74, 11.19, 38.22)
(6.45, 10.29, 38.36)
(7.17, 9.38, 38.41)
(7.89, 8.48, 38.36)
(8.60, 7.57, 38.20)
(9.32, 6.67, 37.96)
(10.04, 5.76, 37.61)
(10.75, 4.85, 37.16)
(11.47, 3.95, 36.62)
(12.19, 3.04, 35.98)
(12.91, 2.14, 35.24)
(13.62, 1.23, 34.40)
(14.34, 0.32, 33.47)
(15.06, -0.58, 32.43)
(15.77, -1.49, 31.30)
(16.49, -2.39, 30.07)
(17.21, -3.30, 28.75)
(17.92, -4.20, 27.32)
(18.64, -5.11, 25.80)
(19.36, -6.02, 24.18)
(20.08, -6.92, 22.46)
(20.79, -7.83, 20.64)
(21.51, -8.73, 18.73)
(22.23, -9.64, 16.71)
(22.94, -10.54, 14.60)
(23.66, -11.45, 12.39)
(24.38, -12.36, 10.09)
(25.09, -13.26, 7.68)
(25.81, -14.17, 5.18)
(26.53, -15.07, 2.58)
(27.25, -15.98, -0.12)
